title,item_id,model_id,site,link_online_date,sku_online_date,l2,l3,l4,img,link,price_calc,price_front,ado_61_90,ado_31_60,ado_30,ado_7_14,ado_7
TBF 2026年独立日背景幕布 | 高级帆布背景幕布 | 防水活动横幅 | 4种尺寸 | 4种设计,54163899638,381258187056,MY,2026-07-13,2026-07-23,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/my-11134207-820lf-mqzuia3b2uwx8e,http://shopee.com.my/product/344284946/54163899638,22.09,7.49,,,5.36,1.89,19.82
生日派对装饰套装（117 件）：气球、金属帘,58213665602,239445875536,BR,2026-07-04,2026-07-04,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820m3-mq81mw0f9xc31b,http://shopee.com.br/product/1384480317/58213665602,11.47,7.51,,,3.37,2.33,10.19
5/10/20/50 个 24 英寸（60 厘米）水晶泡泡气球套装，适用于派对和活动装饰,58214118463,199191665995,BR,2026-07-13,2026-07-13,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820lq-mqkwg1lteeww69,http://shopee.com.br/product/481485318/58214118463,-7.95,3.36,,,7.18,10.83,16.71
应急LED灯泡防水太阳能灯泡带面板USB吊灯，适用于夜间室内外照明,27473943915,351202180597,PH,2025-01-19,2026-07-13,灯具,太阳能灯,太阳能灯泡/灯管,https://cf.shopee.ph/file/ph-11134207-820l5-mrcwkfz6kvswc5,http://shopee.ph/product/607877600/27473943915,10.49,6.84,32.12,11.67,14.14,15.5,22.71
太阳能泛光灯 太阳能灯 户外防水 IP67 室内 LED 灯泡泛光灯 带遥控器,19285656603,406216311687,PH,2023-10-25,2026-07-16,灯具,太阳能灯,太阳能灯泡/灯管,https://cf.shopee.ph/file/ph-11134207-820la-mr8k5t97oykkf3,http://shopee.ph/product/823861135/19285656603,25.12,10.74,,0.14,7.41,11.67,13.8
5/10/20/50 个 24 英寸（60 厘米）水晶泡泡气球套装，适用于派对和活动装饰,58214118463,199191666004,BR,2026-07-13,2026-07-13,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820lq-mqkwg1lteeww69,http://shopee.com.br/product/481485318/58214118463,-13.03,1.97,,,7.18,10.83,16.71
生日背景装饰 - 为您心爱的孩子准备的生日装饰,40768188154,381157220129,VN,2025-09-09,2026-07-04,派对用品,背景幕布和横幅,,https://cf.shopee.vn/file/vn-11134207-81ztc-mq8lhfivf5dt2f,http://shopee.vn/product/32324147/40768188154,-2.44,1.9,1.39,2.91,7.07,5.63,10.45
【新加坡现货】生日快乐横幅花环 生日派对彩旗 生日快乐箔纸横幅,1632563096,326256805208,SG,2018-11-05,2026-07-23,派对用品,背景幕布和横幅,,https://cf.shopee.sg/file/sg-11134207-8259b-mqzmrro63e30ad,http://shopee.sg/product/91223175/1632563096,11.57,7.72,3.38,3.45,5.15,4.4,7.32
父亲节派对装饰、纪念品或礼物用小圆形升华印花布片，50x50厘米,58214129642,189624127468,BR,2026-07-13,2026-07-13,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-820lt-mqlchrzjdm2r9d,http://shopee.com.br/product/538325882/58214129642,-20.36,2.96,,,2.82,4.0,7.71
生日快乐蛋糕装饰纸（10厘米）,23899232663,159793526310,BR,2025-12-22,2026-07-12,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-81z1k-mijl0jwlct8m25,http://shopee.com.br/product/1707289807/23899232663,-20.45,2.17,3.43,2.81,4.89,4.42,4.71
50-400 个侏罗纪恐龙宝宝纸杯蛋糕衬垫，4 片花瓣，个性化派对礼品，生日礼品，巴西巧克力软糖球 (Brigadeiros)。,4654231702,302819508691,BR,2020-09-24,2026-07-24,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-7r98o-lr4zkanj0zs4de,http://shopee.com.br/product/290461822/4654231702,-20.67,2.17,0.89,0.81,3.75,4.67,8.57
4/8/12 灯太阳能 LED 灯套装，适用于楼梯、墙壁和花园 - IP65 自动户外灯,58263470463,199191248042,BR,2026-07-01,2026-07-01,灯具,太阳能灯,太阳能庭院灯,https://cf.shopee.com.br/file/br-11134207-820l7-mr73pw2ex9fp45,http://shopee.com.br/product/1797330630/58263470463,-52.74,4.51,,,5.02,4.0,15.07
光感应夜灯，可自动开关。MiKaKo 夜灯,16820989908,441154750462,VN,2022-03-09,2026-07-03,灯具,装饰氛围灯,灯串/灯带/窗帘灯/装饰灯/舞台灯,https://cf.shopee.vn/file/vn-11134207-81ztc-mq7qcnxvusr314,http://shopee.vn/product/23960869/16820989908,-12.94,1.45,1.14,8.28,14.2,14.67,15.29
牛皮纸碗，配透明PET盖（50个/包），容量分别为500毫升、750毫升、1000毫升、1100毫升、1300毫升。食品配送盒。,21032235075,326208750274,TH,2022-08-08,2026-07-14,派对用品,一次性餐具,,https://cf.shopee.co.th/file/th-11134207-81zto-mqni8s3w5wjk03,http://shopee.co.th/product/181323248/21032235075,14.83,7.53,7.85,8.35,9.4,6.88,12.56
可充电三合一LED台灯，带可调节灯光、护眼功能等。,22697744840,239447026896,BR,2024-08-24,2026-07-23,灯具,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,https://cf.shopee.com.br/file/br-11134207-820l4-mqznpmtfsmis2a,http://shopee.com.br/product/1130732424/22697744840,-55.61,3.56,0.39,2.41,3.07,1.67,6.0
一套20只双面3D蝴蝶，可用于墙面装饰、卧室装饰、派对装饰、生日装饰、蛋糕装饰，色彩缤纷，美观精致，适合DIY。,23098924502,436308853291,BR,2025-09-23,2026-08-02,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-81z1k-meyg13t7x5ae7e,http://shopee.com.br/product/445215136/23098924502,-20.85,2.77,4.4,5.87,6.14,3.33,12.64
派对金属帘，装饰帘，生日派对装饰帘，1米 x 2米，带流苏和装饰丝带，多种颜色可选,48913675073,401180829159,BR,2026-07-09,2026-07-09,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-820ly-mqdgo7e944ch53,http://shopee.com.br/product/911966033/48913675073,-19.65,2.86,,,4.59,0.58,17.57
雨水收集桶防雨落叶网罩,46053280832,426135792857,PH,2025-12-18,2026-06-30,其他,,,https://cf.shopee.ph/file/ph-11134207-820lf-mpj0yes2hgjy4d,http://shopee.ph/product/1082886070/46053280832,-8.21,1.99,1.51,4.81,3.17,2.53,4.37
E27 LED灯泡 120W UFO 冷白灯泡 220V 适用于家庭厨房卧室车库天花板照明,46354291778,406145549545,MY,2026-01-07,2026-07-02,灯具,灯泡/灯管,灯泡/灯管,https://cf.shopee.com.my/file/my-11134207-820l7-mqfogy904d8tb9,http://shopee.com.my/product/1627291089/46354291778,-3.09,3.39,1.62,1.83,2.34,1.08,4.9
包含 59 件物品的完整生日装饰套装，黑色和金色，啤酒主题。,23599553249,189624496799,BR,2026-07-07,2026-07-20,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820lx-mqvywsrindvp83,http://shopee.com.br/product/1692493049/23599553249,14.28,8.28,,,7.98,10.67,13.93
【货到付款】太阳能帘幕冰柱灯，IP65防水LED瀑布灯，适用于婚礼、庭院和装饰,43882221753,366146879243,PH,2026-07-02,2026-07-02,灯具,太阳能灯,太阳能装饰灯,https://cf.shopee.ph/file/ph-11134207-820l9-mq30za0w7q4v0f,http://shopee.ph/product/1871249164/43882221753,-8.49,2.55,,,3.67,3.5,8.55
迷你画架套装，3毫米原色中密度纤维板，LorenMix，照片架，标牌，派对装饰，工艺品,58263312945,229445521370,BR,2026-06-28,2026-06-28,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-820ma-mp2ru514cphd1f,http://shopee.com.br/product/604832144/58263312945,-11.57,5.52,,0.11,2.21,2.83,3.14
10个封装气球套装 - 18英寸泡泡气球 + 16英寸空气气球,58253267701,149555358044,BR,2026-01-15,2026-07-06,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820ll-mqascdleutqa7c,http://shopee.com.br/product/1032217049/58253267701,16.85,7.89,19.44,31.0,33.03,31.92,40.45
个性化卡片/迷你邀请函 - 10x7厘米（可印制您的设计稿）,58256178851,239445577026,BR,2026-03-04,2026-06-29,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820lf-mqw1w3bfk5j820,http://shopee.com.br/product/390891249/58256178851,-4.76,5.52,0.21,1.24,2.11,2.33,2.71
金星牌防水太阳能壁灯户外暖光花园装饰LED壁灯围栏灯,42305011523,386167866463,PH,2025-06-18,2026-07-06,灯具,太阳能灯,太阳能壁灯,https://cf.shopee.ph/file/ph-11134207-820lc-mqbtfjeq6pe3b9,http://shopee.ph/product/502074461/42305011523,5.44,5.7,43.03,17.3,23.07,19.33,23.04
草莓蛋糕主题婴儿派对标牌套装 + 中心装饰品 - 生日装饰 - （DIY）,58212496309,119874773227,BR,2026-06-15,2026-07-27,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820me-mpkv848sz4zla6,http://shopee.com.br/product/531761826/58212496309,-4.76,5.52,,0.15,2.11,2.17,3.0
【每包25个】一次性勺子/叉子/勺叉餐具，可重复使用勺子 kutsara 勺子和叉子,52863620552,406178455429,PH,2026-07-08,2026-07-08,派对用品,一次性餐具,,https://cf.shopee.ph/file/ph-11134207-820lc-mqen7raowfsw7d,http://shopee.ph/product/1302321365/52863620552,-17.12,0.34,,,6.83,7.0,10.33
适用于楼梯和扶手的4/8/12个太阳能LED灯套装，IP65防护等级，无线设计，自动户外照明,22595040011,179417860376,BR,2026-07-10,2026-07-10,灯具,太阳能灯,太阳能庭院灯,https://cf.shopee.com.br/file/br-11134207-820lt-mr70yollabyc42,http://shopee.com.br/product/1737160008/22595040011,-51.78,4.51,,,5.61,3.92,17.21
Agar.Shop 激光方形箔帘生日派对背景装饰大亮片墙面背景装饰,19664166915,426136836186,PH,2022-11-22,2026-06-30,派对用品,背景幕布和横幅,,https://cf.shopee.ph/file/ph-11134207-820lc-mq3cr4pcsphdb0,http://shopee.ph/product/35340243/19664166915,-10.43,0.42,2.7,4.05,5.84,4.76,6.7
Bendera Malaysia Flag Malaysia 3x6ft 2x8ft 2x4ft Classroom / Office Assembly/ 马来西亚国旗,46163886291,401197657930,MY,2026-07-12,2026-07-12,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/sg-11134201-8259e-mqk863hqjt3567,http://shopee.com.my/product/369427716/46163886291,-4.69,0.86,,,6.37,3.64,20.07
20至70盒+印有趣味快乐短语的口香糖 - 送给FantasyArts客户的礼物,22197642615,179728972200,BR,2024-07-10,2026-06-28,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-7r98o-ly1m26l02dvj4c,http://shopee.com.br/product/378872136/22197642615,11.36,8.9,0.07,0.77,3.66,3.75,4.0
100/50气球套装，适用于派对、生日、装饰和拱门 - 7英寸,58213519307,228808073186,BR,2026-07-02,2026-07-02,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820mb-mq4x7lz62gw275,http://shopee.com.br/product/339631962/58213519307,-3.57,3.54,,0.17,5.18,6.08,7.07
矩形LED壁灯 24W 3000K/6000K IP65防水 110/220伏,58264073291,159793503579,BR,2026-07-11,2026-07-11,灯具,室内固定照明-其他,筒灯/射灯/嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,https://cf.shopee.com.br/file/sg-11134201-8258k-mqireni2r2mkf7,http://shopee.com.br/product/1733949816/58264073291,-24.09,9.69,,,2.18,3.5,4.43
TBF 2026年独立日海报 | 高级PVC防水教育海报 | 马来西亚爱国主义墙饰,28488329751,341206422418,MY,2025-07-04,2026-07-14,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/my-11134207-820l7-mqn1kpexc8oxfb,http://shopee.com.my/product/344284946/28488329751,-1.12,1.58,,0.02,3.25,4.15,8.94
[50个装] 白色纸杯 2.5/4/6/8/10/12/16盎司 家庭饮水杯/一次性肯杜里派对生日纸杯,56153139326,446291326487,MY,2025-12-16,2026-07-29,派对用品,一次性餐具,,https://cf.shopee.com.my/file/my-11134207-820l9-mijlz6bz864hcd,http://shopee.com.my/product/1633961637/56153139326,-5.02,1.47,5.23,7.8,9.49,7.92,11.64
木制手工衣夹 | 传统尺寸 | 最多120个,58213429362,159555268811,BR,2026-07-01,2026-07-01,派对用品,木制夹子,,https://cf.shopee.com.br/file/sg-11134201-825bd-mq3no884b30g0a,http://shopee.com.br/product/1234965907/58213429362,-13.43,2.37,,2.11,8.21,3.5,7.71
TBF 2026年独立日海报 | 高级PVC防水教育海报 | 马来西亚爱国主义墙饰,28488329751,341206422417,MY,2025-07-04,2026-07-14,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/my-11134207-820l7-mqn1knpv73epd8,http://shopee.com.my/product/344284946/28488329751,0.85,1.18,,0.02,3.25,4.15,8.94
横幅印刷 RM1.30/平方英尺 | 工厂直销 | 可定制尺寸 | 户外横幅 | 低价横幅印刷,48506658709,282750829545,MY,2026-03-02,2026-07-03,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/my-11134207-820l6-mq71h239mkua73,http://shopee.com.my/product/175366036/48506658709,-6.23,0.29,2.86,4.87,2.98,2.42,3.36
500支一次性透明塑料水果叉，非独立包装，商用,52953940397,421200338871,PH,2025-12-30,2026-07-13,派对用品,一次性餐具,,https://cf.shopee.ph/file/ph-11134207-820l7-mqlbqajg3pjja7,http://shopee.ph/product/1077675926/52953940397,-3.96,0.69,4.4,3.34,74.85,9.12,32.0
UORRIS 太阳能路灯 60倍高亮度太阳能灯 户外防水 LED感应壁灯,54361908988,336206103965,PH,2026-06-09,2026-07-14,灯具,太阳能灯,太阳能路灯,https://cf.shopee.ph/file/ph-11134207-820lh-mqmudbntzabzac,http://shopee.ph/product/1809380131/54361908988,1.13,5.86,,0.37,3.04,4.5,5.14
20条装仙女灯，买10送10，1米/2米LED灯串，派对装饰，暖白光/混色,50863495046,436167811927,PH,2026-07-06,2026-07-06,派对用品,其他的,,https://cf.shopee.ph/file/sg-11134201-8259n-mqbt5vku5szve6,http://shopee.ph/product/1836175650/50863495046,-6.65,0.96,,,3.18,3.5,9.57
32厘米气球支架套装 - 10/20/50/100个装,10118353984,302787270144,BR,2021-07-15,2026-07-16,派对用品,背景幕布和横幅,,https://cf.shopee.com.br/file/br-11134207-820md-mqp71cwe2eiq88,http://shopee.com.br/product/404937529/10118353984,-21.08,2.72,0.05,0.11,4.57,7.08,7.21
适用于楼梯和扶手的4/8/12个太阳能LED灯套装，IP65防护等级，无线设计，自动户外照明,22595040011,179417860377,BR,2026-07-10,2026-07-10,灯具,太阳能灯,太阳能庭院灯,https://cf.shopee.com.br/file/br-11134207-820lt-mr70yollabyc42,http://shopee.com.br/product/1737160008/22595040011,-32.46,8.86,,,5.61,3.92,17.21
LED太阳能花园灯 IP65路径灯 防水户外适用于庭院草坪走道景观,40768160143,267807793368,PH,2025-09-09,2026-07-22,灯具,太阳能灯,太阳能装饰灯,https://cf.shopee.ph/file/ph-11134207-820la-mqyfb20adte461,http://shopee.ph/product/1036303351/40768160143,23.53,9.86,1.41,1.41,3.01,2.56,3.76
T8 LED 游乐场灯，18 瓦，彩色霓虹灯，防水，适用于店面装饰、市场摊位和商店招牌。,53813013152,346128616088,TH,2026-06-29,2026-06-29,灯具,应急及标识照明,指示牌/灯箱招牌/标识,https://cf.shopee.co.th/file/sg-11134201-824ij-mq1etr0h3bwhc1,http://shopee.co.th/product/1820921733/53813013152,-9.98,0.96,,0.04,2.18,0.83,4.14
打火机 - 5个装和10个装两种规格，有带点火器和不带点火器的两种。,55513731463,426187339309,PH,2026-07-10,2026-07-10,其他,,,https://cf.shopee.ph/file/ph-11134207-820ld-mqg2b21e9fcy6e,http://shopee.ph/product/1774967603/55513731463,-14.56,0.6,,,3.32,5.08,7.84
巨型乳胶气球 36 英寸,58254470678,239446981353,BR,2026-02-02,2026-07-22,派对用品,气球,,https://cf.shopee.com.br/file/br-11134207-820lk-mqyz5l1a95vq7d,http://shopee.com.br/product/425929392/58254470678,-6.92,2.81,0.43,0.96,2.86,1.17,4.0
个性化婚礼喜极而泣套装，含手帕和标签（请选择数量）,58210517810,159793420808,BR,2026-05-12,2026-07-07,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820m2-mqciqvbxkr9cf3,http://shopee.com.br/product/319739494/58210517810,25.43,11.84,2.88,13.38,21.41,19.25,22.9
折叠式圆形纸质蛋糕架甜点桌，适用于婴儿派对、生日派对、橱窗展示装饰,22562072068,351128316846,PH,2023-12-03,2026-06-29,派对用品,其他的,,https://cf.shopee.ph/file/ph-11134207-820l9-mq1cv5a7mp6p65,http://shopee.ph/product/1124299433/22562072068,1.29,2.76,6.46,1.2,4.07,1.17,2.43
30-50个圆形微波炉适用容器，带盖，塑料盒，一次性容器，容量300-3500毫升,50864166620,411220793301,PH,2026-07-17,2026-07-17,派对用品,一次性餐具,,https://cf.shopee.ph/file/ph-11134207-820l8-mqrir6za1mvf37,http://shopee.ph/product/1873289073/50864166620,3.14,4.96,,,2.99,1.18,10.9
中秋节灯笼有各种形状和设计（35-45 种不同款式），包括动物形状的纸灯笼、圆柱形纸灯笼、星形灯笼和动物形状的笼形灯笼。,21829691341,401237423130,VN,2022-07-31,2026-07-20,派对用品,其他的,,https://cf.shopee.vn/file/vn-11134207-81ztc-mqvxqgru7jese6,http://shopee.vn/product/13443652/21829691341,6.18,5.14,,0.04,3.28,5.14,8.14
生日快乐蛋糕装饰纸（10厘米）,23899232663,159793526294,BR,2025-12-22,2026-07-12,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-81z1k-mijl0jwle7t25e,http://shopee.com.br/product/1707289807/23899232663,-20.45,2.17,3.43,2.81,4.89,4.42,4.71
TBF 2026 独立日雨伞和棋盘格装饰 | 高级艺术卡片装饰 | 40+ 款设计,42713196920,421215392484,MY,2025-08-15,2026-07-16,派对用品,其他的,,https://cf.shopee.com.my/file/my-11134207-820lf-mqvntyrmss8xe0,http://shopee.com.my/product/344284946/42713196920,10.32,4.27,,0.2,8.57,5.76,26.19
个性化松木戒指盒，激光雕刻姓名和日期，适用于婚礼和订婚,19364865902,199624302425,BR,2022-11-25,2026-07-16,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820lp-mqq5dlq7n08z37,http://shopee.com.br/product/395239123/19364865902,6.37,7.89,2.04,1.78,2.11,1.67,2.29
塑料搅拌棒，100个,23660702540,366177553095,PH,2023-11-11,2026-07-08,派对用品,一次性餐具,,https://cf.shopee.ph/file/ph-11134207-820lh-mqeiskbgdl3i3e,http://shopee.ph/product/122866812/23660702540,-4.17,0.44,2.5,3.48,8.81,8.49,8.88
语言月绶带，适合儿童、成人、菲律宾文化、联合国服装配饰、学校活动,48613175004,272744532686,PH,2026-07-01,2026-07-01,派对用品,腰带,,https://cf.shopee.ph/file/sg-11134201-8259i-mq4g7lurrrpq8a,http://shopee.ph/product/556033689/48613175004,-1.94,0.88,,,3.64,1.83,12.29
太阳能栀子花灯，户外防水LED景观灯，适用于圣诞节、草坪、万圣节、墓地等场合。,25688176939,346230412173,PH,2024-11-10,2026-07-19,灯具,太阳能灯,太阳能装饰灯,https://cf.shopee.ph/file/cn-11134207-820l4-mqued23wx5vy98,http://shopee.ph/product/1090679263/25688176939,20.11,8.65,14.95,25.74,14.32,13.26,14.32
10/20/30 和 50 个亚克力管套装，8 厘米，适用于派对礼品。,58264665951,229446890807,BR,2026-07-21,2026-07-21,派对用品,其他的,,https://cf.shopee.com.br/file/br-11134207-820lq-mqwnnv8i2n7pd1,http://shopee.com.br/product/1690147505/58264665951,-5.36,4.99,,,9.93,8.5,31.8
个性化礼品袋，可印姓名和年龄 - 汽车总动员麦昆主题 - 生日派对礼物 - DIY,58264123639,159793528982,BR,2026-07-13,2026-07-13,派对用品,其他的,,https://cf.shopee.com.br/file/sg-11134201-824i0-mpiqurerkvlu14,http://shopee.com.br/product/1577308592/58264123639,23.77,15.51,,,3.21,4.5,7.43
TBF 2026年独立日海报 | 高级PVC防水教育海报 | 马来西亚爱国主义墙饰,28488329751,341206422413,MY,2025-07-04,2026-07-14,派对用品,背景幕布和横幅,,https://cf.shopee.com.my/file/my-11134207-820ld-mqn1kit507pfab,http://shopee.com.my/product/344284946/28488329751,0.85,1.18,,0.02,3.25,4.15,8.94
KKSKY【30年免费更换】80000W太阳能板，暖光太阳能聚光灯，IP68 LED太阳能灯,42771841449,381219984877,TH,2025-09-27,2026-07-17,灯具,太阳能灯,太阳能投光灯,https://cf.shopee.co.th/file/th-11134207-81ztp-mqr4r701se8e85,http://shopee.co.th/product/1050385833/42771841449,20.74,9.53,1.2,1.61,3.73,3.58,4.29
